5fde64164db30cea7ef6402209c4bcedbbe85304,0,8
5fde64164db30cea7ef6402209c4bcedbbe85304,1,2
5fde64164db30cea7ef6402209c4bcedbbe85304,2,18
5fde64164db30cea7ef6402209c4bcedbbe85304,3,18
5fde64164db30cea7ef6402209c4bcedbbe85304,4,10
5fde64164db30cea7ef6402209c4bcedbbe85304,5,6
4f5731fcef6af648d45a1ea18e06af0ae271a686,0,64
4f5731fcef6af648d45a1ea18e06af0ae271a686,1,8
4f5731fcef6af648d45a1ea18e06af0ae271a686,2,6
4f5731fcef6af648d45a1ea18e06af0ae271a686,3,70
4f5731fcef6af648d45a1ea18e06af0ae271a686,4,23
4f5731fcef6af648d45a1ea18e06af0ae271a686,5,30
07254b1cbe50bf57d5615dbf103c7096568686d8,0,23
07254b1cbe50bf57d5615dbf103c7096568686d8,1,1
07254b1cbe50bf57d5615dbf103c7096568686d8,2,7
07254b1cbe50bf57d5615dbf103c7096568686d8,3,4
07254b1cbe50bf57d5615dbf103c7096568686d8,4,32
07254b1cbe50bf57d5615dbf103c7096568686d8,5,2
ddf08991cc946dea6e2539280d95c87e3536de69,0,8
ddf08991cc946dea6e2539280d95c87e3536de69,1,0
ddf08991cc946dea6e2539280d95c87e3536de69,2,3
ddf08991cc946dea6e2539280d95c87e3536de69,3,5
ddf08991cc946dea6e2539280d95c87e3536de69,4,16
ddf08991cc946dea6e2539280d95c87e3536de69,5,0
ae5d118653d4f35b23e936f027c19cc70e42bce4,0,20
ae5d118653d4f35b23e936f027c19cc70e42bce4,1,5
ae5d118653d4f35b23e936f027c19cc70e42bce4,2,5
ae5d118653d4f35b23e936f027c19cc70e42bce4,3,6
ae5d118653d4f35b23e936f027c19cc70e42bce4,4,0
ae5d118653d4f35b23e936f027c19cc70e42bce4,5,2
b7b8121e90aae7cd92a1439308b75d238656a3fb,0,0
b7b8121e90aae7cd92a1439308b75d238656a3fb,1,3
b7b8121e90aae7cd92a1439308b75d238656a3fb,2,4
b7b8121e90aae7cd92a1439308b75d238656a3fb,3,6
b7b8121e90aae7cd92a1439308b75d238656a3fb,4,0
b7b8121e90aae7cd92a1439308b75d238656a3fb,5,2
a397aa56c42eac608c5efd2c3202b441fc33714b,0,59
a397aa56c42eac608c5efd2c3202b441fc33714b,1,10
a397aa56c42eac608c5efd2c3202b441fc33714b,2,69
a397aa56c42eac608c5efd2c3202b441fc33714b,3,122
a397aa56c42eac608c5efd2c3202b441fc33714b,4,65
a397aa56c42eac608c5efd2c3202b441fc33714b,5,20
be0a4b64e9689c46e94b5a9a9c7910ee61aeb16f,0,110
be0a4b64e9689c46e94b5a9a9c7910ee61aeb16f,1,34
be0a4b64e9689c46e94b5a9a9c7910ee61aeb16f,2,50
be0a4b64e9689c46e94b5a9a9c7910ee61aeb16f,3,202
be0a4b64e9689c46e94b5a9a9c7910ee61aeb16f,4,139
be0a4b64e9689c46e94b5a9a9c7910ee61aeb16f,5,84
911dec693f1ee82486192f11a9b57fe54f405864,0,68
911dec693f1ee82486192f11a9b57fe54f405864,1,50
911dec693f1ee82486192f11a9b57fe54f405864,2,5
911dec693f1ee82486192f11a9b57fe54f405864,3,44
911dec693f1ee82486192f11a9b57fe54f405864,4,107
911dec693f1ee82486192f11a9b57fe54f405864,5,8
69ac4f281de44e0554912f1f639d82283795dc1f,0,125
69ac4f281de44e0554912f1f639d82283795dc1f,1,34
69ac4f281de44e0554912f1f639d82283795dc1f,2,10
69ac4f281de44e0554912f1f639d82283795dc1f,3,90
69ac4f281de44e0554912f1f639d82283795dc1f,4,240
69ac4f281de44e0554912f1f639d82283795dc1f,5,22
36281d6e526ec52449440a5a7f391744f7564126,0,2
36281d6e526ec52449440a5a7f391744f7564126,1,1
36281d6e526ec52449440a5a7f391744f7564126,2,1
36281d6e526ec52449440a5a7f391744f7564126,3,14
36281d6e526ec52449440a5a7f391744f7564126,4,7
36281d6e526ec52449440a5a7f391744f7564126,5,4
882f423859d4c9e95a03dc70e9f68b2578a38146,0,0
882f423859d4c9e95a03dc70e9f68b2578a38146,1,0
882f423859d4c9e95a03dc70e9f68b2578a38146,2,1
882f423859d4c9e95a03dc70e9f68b2578a38146,3,16
882f423859d4c9e95a03dc70e9f68b2578a38146,4,3
882f423859d4c9e95a03dc70e9f68b2578a38146,5,0
78693c976f518e876aa94f0ba1c368b96f5ce245,0,40
78693c976f518e876aa94f0ba1c368b96f5ce245,1,58
78693c976f518e876aa94f0ba1c368b96f5ce245,2,23
78693c976f518e876aa94f0ba1c368b96f5ce245,3,113
78693c976f518e876aa94f0ba1c368b96f5ce245,4,35
78693c976f518e876aa94f0ba1c368b96f5ce245,5,21
6e35fad0b71471d43cd826cb52fc4dec40eeb682,0,80
6e35fad0b71471d43cd826cb52fc4dec40eeb682,1,20
6e35fad0b71471d43cd826cb52fc4dec40eeb682,2,15
6e35fad0b71471d43cd826cb52fc4dec40eeb682,3,27
6e35fad0b71471d43cd826cb52fc4dec40eeb682,4,89
6e35fad0b71471d43cd826cb52fc4dec40eeb682,5,10
1edd01d8b7baac9f57cb4dbc9f4f8e02b04984b5,0,1
1edd01d8b7baac9f57cb4dbc9f4f8e02b04984b5,1,4
1edd01d8b7baac9f57cb4dbc9f4f8e02b04984b5,2,1
1edd01d8b7baac9f57cb4dbc9f4f8e02b04984b5,3,6
1edd01d8b7baac9f57cb4dbc9f4f8e02b04984b5,4,3
1edd01d8b7baac9f57cb4dbc9f4f8e02b04984b5,5,0
162e5c70680af85a754fcbf19a435534a614746c,0,28
162e5c70680af85a754fcbf19a435534a614746c,1,7
162e5c70680af85a754fcbf19a435534a614746c,2,9
162e5c70680af85a754fcbf19a435534a614746c,3,40
162e5c70680af85a754fcbf19a435534a614746c,4,15
162e5c70680af85a754fcbf19a435534a614746c,5,5
934d8deead566cc2fb1ab71b65c652b5b6a44982,0,12
934d8deead566cc2fb1ab71b65c652b5b6a44982,1,0
934d8deead566cc2fb1ab71b65c652b5b6a44982,2,0
934d8deead566cc2fb1ab71b65c652b5b6a44982,3,2
934d8deead566cc2fb1ab71b65c652b5b6a44982,4,3
934d8deead566cc2fb1ab71b65c652b5b6a44982,5,0
2d445a8dfb15b2a57fafa137f923f6fa4c241fb3,0,50
2d445a8dfb15b2a57fafa137f923f6fa4c241fb3,1,18
2d445a8dfb15b2a57fafa137f923f6fa4c241fb3,2,12
2d445a8dfb15b2a57fafa137f923f6fa4c241fb3,3,26
2d445a8dfb15b2a57fafa137f923f6fa4c241fb3,4,58
2d445a8dfb15b2a57fafa137f923f6fa4c241fb3,5,9
39dd82faffcefae947785f598cb53d2ed6becb0e,0,6
39dd82faffcefae947785f598cb53d2ed6becb0e,1,4
39dd82faffcefae947785f598cb53d2ed6becb0e,2,4
39dd82faffcefae947785f598cb53d2ed6becb0e,3,13
39dd82faffcefae947785f598cb53d2ed6becb0e,4,5
39dd82faffcefae947785f598cb53d2ed6becb0e,5,6
16ecd6cc606cea097d4f5830401969720cf134bb,0,95
16ecd6cc606cea097d4f5830401969720cf134bb,1,78
16ecd6cc606cea097d4f5830401969720cf134bb,2,38
16ecd6cc606cea097d4f5830401969720cf134bb,3,82
16ecd6cc606cea097d4f5830401969720cf134bb,4,107
16ecd6cc606cea097d4f5830401969720cf134bb,5,10
f2bc87a01ebb952ea30b24f36877c12c85fe28e1,0,16
f2bc87a01ebb952ea30b24f36877c12c85fe28e1,1,1
f2bc87a01ebb952ea30b24f36877c12c85fe28e1,2,2
f2bc87a01ebb952ea30b24f36877c12c85fe28e1,3,6
f2bc87a01ebb952ea30b24f36877c12c85fe28e1,4,6
f2bc87a01ebb952ea30b24f36877c12c85fe28e1,5,0
dd1e586b2a389b148bf09422a7e84d9d5d932c5a,0,41
dd1e586b2a389b148bf09422a7e84d9d5d932c5a,1,5
dd1e586b2a389b148bf09422a7e84d9d5d932c5a,2,9
dd1e586b2a389b148bf09422a7e84d9d5d932c5a,3,38
dd1e586b2a389b148bf09422a7e84d9d5d932c5a,4,22
dd1e586b2a389b148bf09422a7e84d9d5d932c5a,5,14
23e51a75e1f6cd5cc601eb160c4e36adcf34beca,0,18
23e51a75e1f6cd5cc601eb160c4e36adcf34beca,1,6
23e51a75e1f6cd5cc601eb160c4e36adcf34beca,2,9
23e51a75e1f6cd5cc601eb160c4e36adcf34beca,3,8
23e51a75e1f6cd5cc601eb160c4e36adcf34beca,4,50
23e51a75e1f6cd5cc601eb160c4e36adcf34beca,5,0
3046ca6dbd31cdfc94a511b10b8209f539df522f,0,272
3046ca6dbd31cdfc94a511b10b8209f539df522f,1,8
3046ca6dbd31cdfc94a511b10b8209f539df522f,2,126
3046ca6dbd31cdfc94a511b10b8209f539df522f,3,57
3046ca6dbd31cdfc94a511b10b8209f539df522f,4,173
3046ca6dbd31cdfc94a511b10b8209f539df522f,5,75
51b7aa0f5b4a925053d585b92a9308e348c4a9d5,0,19
51b7aa0f5b4a925053d585b92a9308e348c4a9d5,1,6
51b7aa0f5b4a925053d585b92a9308e348c4a9d5,2,1
51b7aa0f5b4a925053d585b92a9308e348c4a9d5,3,16
51b7aa0f5b4a925053d585b92a9308e348c4a9d5,4,10
51b7aa0f5b4a925053d585b92a9308e348c4a9d5,5,5
6c4e7f5eedc1d9956fc280b2ccdb5240aef1e329,0,18
6c4e7f5eedc1d9956fc280b2ccdb5240aef1e329,1,6
6c4e7f5eedc1d9956fc280b2ccdb5240aef1e329,2,11
6c4e7f5eedc1d9956fc280b2ccdb5240aef1e329,3,39
6c4e7f5eedc1d9956fc280b2ccdb5240aef1e329,4,10
6c4e7f5eedc1d9956fc280b2ccdb5240aef1e329,5,15
734afa3b732ea689b97c1c862ae3bb5e1a487a91,0,21
734afa3b732ea689b97c1c862ae3bb5e1a487a91,1,9
734afa3b732ea689b97c1c862ae3bb5e1a487a91,2,9
734afa3b732ea689b97c1c862ae3bb5e1a487a91,3,6
734afa3b732ea689b97c1c862ae3bb5e1a487a91,4,9
734afa3b732ea689b97c1c862ae3bb5e1a487a91,5,1
26fc0dc4d85da38e2c853f55772a0e212edc6468,0,19
26fc0dc4d85da38e2c853f55772a0e212edc6468,1,15
26fc0dc4d85da38e2c853f55772a0e212edc6468,2,6
26fc0dc4d85da38e2c853f55772a0e212edc6468,3,86
26fc0dc4d85da38e2c853f55772a0e212edc6468,4,30
26fc0dc4d85da38e2c853f55772a0e212edc6468,5,4
757149b246b1bac6a2f642d669435b24207aaf3d,0,19
757149b246b1bac6a2f642d669435b24207aaf3d,1,12
757149b246b1bac6a2f642d669435b24207aaf3d,2,3
757149b246b1bac6a2f642d669435b24207aaf3d,3,18
757149b246b1bac6a2f642d669435b24207aaf3d,4,19
757149b246b1bac6a2f642d669435b24207aaf3d,5,7
c3b1a91dfc4b2c249ca1e5b0b21cfff1ac33c01c,0,14
c3b1a91dfc4b2c249ca1e5b0b21cfff1ac33c01c,1,20
c3b1a91dfc4b2c249ca1e5b0b21cfff1ac33c01c,2,0
c3b1a91dfc4b2c249ca1e5b0b21cfff1ac33c01c,3,9
c3b1a91dfc4b2c249ca1e5b0b21cfff1ac33c01c,4,4
c3b1a91dfc4b2c249ca1e5b0b21cfff1ac33c01c,5,12
5f09ddeee11a4def1e03f2211ee3341e4968685c,0,8
5f09ddeee11a4def1e03f2211ee3341e4968685c,1,3
5f09ddeee11a4def1e03f2211ee3341e4968685c,2,1
5f09ddeee11a4def1e03f2211ee3341e4968685c,3,3
5f09ddeee11a4def1e03f2211ee3341e4968685c,4,10
5f09ddeee11a4def1e03f2211ee3341e4968685c,5,0
9244a337a453a977a7093d905a1bffedf08bf0f6,0,1
9244a337a453a977a7093d905a1bffedf08bf0f6,1,1
9244a337a453a977a7093d905a1bffedf08bf0f6,2,12
9244a337a453a977a7093d905a1bffedf08bf0f6,3,41
9244a337a453a977a7093d905a1bffedf08bf0f6,4,7
9244a337a453a977a7093d905a1bffedf08bf0f6,5,1
4d0fc2bc8a2a0cba9e3ab44ff897b77509f1f707,0,3
