143493,5
103229,5
368400,6
22254,8
170300,0
92463,8
345323,8
42706,7
191245,8
80698,0
15269,8
311193,8
129536,8
108229,1
199862,1
332940,8
101388,0
377700,3
31130,2
17450,2
378722,1
298398,8
288242,8
59787,8
227366,1
59616,7
307746,8
81105,8
304724,0
274487,8
99933,8
341034,8
179445,5
275893,7
91343,4
305807,8
180906,8
58186,7
194291,7
189078,0
265946,7
173138,6
74726,0
327768,1
183383,8
258707,6
268417,7
229628,7
147764,4
85294,0
173915,5
125537,6
57103,1
172515,1
234542,5
84755,1
135243,3
85251,1
50435,6
225661,4
172424,5
347095,7
276675,7
237022,1
219254,5
20217,5
267558,6
214824,4
206510,1
30250,5
364160,5
275263,5
374839,3
2336,1
220691,0
345184,2
235317,2
1470,5
48230,1
191226,5
43851,6
199148,0
108513,8
30385,7
78866,4
375926,4
344789,7
354709,4
280075,6
301679,7
154590,0
184243,0
108059,7
253764,5
117115,8
256365,0
310688,8
104437,1
87022,7
131265,1
7978,6
78862,7
17755,6
157596,3
284658,6
124758,7
341206,1
148467,2
242886,7
185718,0
202102,1
65298,6
86910,1
78185,6
211594,6
113805,0
78951,6
341261,2
168728,3
339231,5
304753,8
345470,1
276273,3
56579,5
381911,8
316619,3
82985,7
207562,7
32216,3
236213,3
108909,5
318178,3
15952,7
18230,1
203434,8
29191,3
79439,7
265303,6
348752,7
20120,6
97676,1
353079,4
264552,1
148557,1
66176,6
25806,5
219014,3
335605,7
205183,1
235317,2
141543,8
69569,1
112498,3
137464,7
12076,7
339544,6
263043,6
337187,4
168914,3
56260,6
170170,5
119645,8
341162,4
301485,7
191183,5
339712,7
139623,8
153965,0
17711,4
410,6
85924,1
150752,8
283703,3
358704,8
229151,6
338700,6
156680,7
347721,1
348495,8
358633,3
182926,0
70724,7
200927,1
117048,5
342343,8
153916,4
79000,3
9572,6
286908,5
95797,1
145295,6
307177,6
365673,7
318539,4
273566,1
286146,5
321678,8
219186,7
139149,5
380951,0
142202,3
58239,0
61712,6
349569,1
195584,1
29568,6
339173,6
3095,3
128679,0
182251,0
190503,4
291035,6
47071,3
212432,3
112445,0
224346,2
71493,0
214473,7
130029,5
223688,4
139468,0
347905,8
165616,2
342350,6
99326,3
263359,7
109155,7
1470,5
222172,0
235806,5
264524,4
355792,8
66531,3
339411,5
283196,3
127302,5
357597,3
341354,3
322118,3
102165,3
143657,3
250320,3
272805,5
208056,3
102368,3
152080,3
207247,5
161163,3
98301,8
346856,8
38618,0
251773,3
124892,1
261110,1
358476,6
69367,8
316882,2
100506,1
114409,8
311193,8
89783,7
371667,0
385225,0
14096,1
68796,6
206801,7
199540,0
363574,8
256782,2
149388,0
130062,6
81793,0
79748,7
70168,0
12542,6
350089,0
145254,7
32813,7
37415,7
166735,0
354443,8
139038,8
215354,8
54170,5
160601,0
171920,1
333927,7
11709,8
221191,1
116907,2
261173,2
115620,8
97718,7
53783,7
193212,6
85023,4
2072,6
305407,1
368909,7
291393,1
355690,6
41951,1
116603,1
216545,7
300448,2
189468,4
378481,3
10640,5
120354,1
242910,2
187298,1
197189,1
293805,4
281403,1
142466,4
100393,5
161713,1
375394,6
246670,6
275854,0
3089,1
253207,1
159700,6
249760,1
143257,1
279597,6
228153,5
136126,4
8264,0
46483,8
37501,2
241382,0
364567,5
114243,4
180317,2
17449,0
20850,1
332202,7
115645,4
355083,1
14318,5
51655,6
39713,6
164077,7
291961,5
17251,6
90878,6
78499,5
158531,7
158990,3
17077,6
323598,6
197616,6
89955,2
155577,7
352127,8
33973,6
250917,4
13475,7
183935,7
150673,8
152907,8
178375,4
231290,0
112411,3
360675,0
199397,8
241952,0
113813,4
20355,7
274381,0
112851,3
71689,7
172106,4
375262,5
67260,7
259858,3
342608,1
49715,6
141473,8
232124,6
40813,8
325747,8
