143493,6
103229,6
368400,7
22254,7
170300,7
92463,7
345323,7
42706,0
191245,7
80698,7
15269,7
311193,4
129536,7
108229,5
199862,7
332940,7
101388,7
377700,6
31130,0
17450,0
378722,5
298398,7
288242,7
59787,7
227366,5
59616,7
307746,7
81105,7
304724,7
274487,7
99933,7
341034,7
179445,6
275893,7
91343,1
305807,7
180906,7
58186,7
194291,7
189078,0
265946,7
173138,5
74726,7
327768,5
183383,7
258707,7
268417,7
229628,5
147764,1
85294,7
173915,6
125537,5
57103,5
172515,5
234542,5
84755,2
135243,6
85251,5
50435,5
225661,4
172424,6
347095,7
276675,5
237022,5
219254,6
20217,6
267558,5
214824,1
206510,5
30250,6
364160,6
275263,6
374839,6
2336,5
220691,7
345184,1
235317,1
1470,6
48230,5
191226,6
43851,5
199148,0
108513,7
30385,5
78866,1
375926,0
344789,0
354709,1
280075,5
301679,0
154590,7
184243,5
108059,7
253764,6
117115,5
256365,7
310688,7
104437,5
87022,7
131265,3
7978,5
78862,7
17755,7
157596,6
284658,5
124758,7
341206,5
148467,1
242886,7
185718,5
202102,5
65298,5
86910,5
78185,5
211594,7
113805,7
78951,5
341261,1
168728,6
339231,6
304753,7
345470,5
276273,6
56579,6
381911,7
316619,6
82985,7
207562,7
32216,6
236213,6
108909,6
318178,6
15952,7
18230,5
203434,7
29191,6
79439,7
265303,5
348752,5
20120,5
97676,5
353079,0
264552,5
148557,2
66176,5
25806,6
219014,1
335605,7
205183,4
235317,1
141543,0
69569,5
112498,1
137464,2
12076,7
339544,5
263043,2
337187,1
168914,6
56260,5
170170,5
119645,7
341162,1
301485,7
191183,6
339712,7
139623,7
153965,3
17711,1
410,5
85924,5
150752,0
283703,6
358704,7
229151,5
338700,5
156680,0
347721,7
348495,0
358633,6
182926,7
70724,7
200927,5
117048,5
342343,7
153916,1
79000,6
9572,5
286908,6
95797,5
145295,5
307177,7
365673,0
318539,0
273566,5
286146,5
321678,7
219186,0
139149,6
380951,7
142202,6
58239,7
61712,5
349569,5
195584,5
29568,5
339173,7
3095,6
128679,3
182251,2
190503,4
291035,5
47071,6
212432,6
112445,7
224346,1
71493,5
214473,7
130029,3
223688,1
139468,7
347905,7
165616,1
342350,5
99326,6
263359,7
109155,2
1470,6
222172,5
235806,6
264524,0
355792,0
66531,6
339411,1
283196,4
127302,1
357597,4
341354,4
322118,6
102165,6
143657,6
250320,5
272805,1
208056,4
102368,4
152080,1
207247,1
161163,6
98301,0
346856,0
38618,7
251773,6
124892,5
261110,3
358476,5
69367,7
316882,1
100506,5
114409,7
311193,4
89783,7
371667,0
385225,7
14096,0
68796,5
206801,0
199540,0
363574,7
256782,1
149388,7
130062,4
81793,7
79748,7
70168,7
12542,5
350089,7
145254,0
32813,7
37415,7
166735,2
354443,7
139038,7
215354,7
54170,6
160601,0
171920,5
333927,0
11709,2
221191,5
116907,2
261173,1
115620,0
97718,7
53783,7
193212,5
85023,1
2072,5
305407,5
368909,7
291393,5
355690,5
41951,5
116603,5
216545,5
300448,1
189468,1
378481,6
10640,6
120354,5
242910,1
187298,5
197189,5
293805,1
281403,5
142466,1
100393,6
161713,5
375394,5
246670,5
275854,5
3089,5
253207,5
159700,3
249760,2
143257,5
279597,5
228153,6
136126,1
8264,7
46483,2
37501,1
241382,7
364567,6
114243,1
180317,1
17449,5
20850,5
332202,0
115645,1
355083,5
14318,6
51655,7
39713,5
164077,7
291961,6
17251,0
90878,5
78499,1
158531,2
158990,1
17077,5
323598,5
197616,7
89955,1
155577,7
352127,0
33973,7
250917,1
13475,2
183935,2
150673,0
152907,2
178375,1
231290,7
112411,6
360675,7
199397,5
241952,7
113813,1
20355,0
274381,0
112851,6
71689,0
172106,1
375262,6
67260,2
259858,6
342608,5
49715,5
141473,7
232124,5
40813,2
325747,7
153767,7
200435,0
274487,7
46764,7
381449,1
131654,7
6920,7
269209,7
117200,5
70551,6
358018,5
21973,2
216183,6
231526,7
324581,6
187170,5
37924,6
313198,7
94718,7
279837,7
129773,7
125904,7
293912,7
208134,7
85696,0
221031,1
329168,7
13925,7
77268,0
117191,5
211995,0
205739,7
350419,0
365638,7
118049,0
209967,7
77066,7
159280,7
321286,7
304916,7
46700,7
188910,1
286800,7
53158,7
342006,0
200368,7
157291,5
285013,7
226634,0
214719,7
99167,5
244994,2
151037,0
254805,2
357867,0
204314,0
7756,4
99691,5
6835,0
87603,1
242221,7
137634,7
184554,7
120438,7
20865,7
238834,0
263868,7
197143,7
270748,0
184650,7
229359,7
117602,0
282891,4
286089,5
297177,7
268744,7
140644,2
366653,7
319889,7
44842,6
342489,0
259005,5
348093,6
322068,7
266139,0
187439,0
17397,0
7974,7
137562,7
138377,2
53907,2
142865,7
150474,7
94034,7
333351,7
100995,1
317536,7
234143,5
162493,1
302736,7
250049,5
279101,0
178823,1
365275,1
173886,5
149577,7
199671,6
97635,7
4887,0
265324,7
270478,7
298852,0
96138,6
58239,7
296683,6
341559,7
327822,4
100648,6
300488,7
291488,0
126088,5
291181,6
367920,6
163390,7
75390,6
166870,7
241845,7
232120,7
252387,7
311193,4
146606,6
307233,7
173550,5
332965,6
82702,7
331814,7
82606,6
272092,5
198008,5
134961,2
192627,4
329114,5
15382,7
353676,2
244957,4
333831,6
37465,1
304361,6
152969,5
51174,5
263358,5
31647,7
3707,6
78731,4
337066,1
857,1
268433,1
92591,3
228623,6
277030,7
36830,6
192667,5
13013,7
96650,7
264115,1
362940,5
330458,2
171773,7
243270,5
70393,5
51862,6
320226,7
214824,1
322998,3
319010,7
262685,0
306980,6
206003,1
140653,4
63520,6
315032,7
278372,6
14087,7
37501,1
119766,0
298145,6
322875,5
182120,4
309583,4
72128,6
295385,7
140772,1
215259,6
117602,0
51378,7
340915,7
73749,5
58983,1
118192,5
317511,6
247050,2
119510,5
369601,5
367920,6
155456,3
95630,5
341677,5
134638,0
295258,6
112184,7
174601,6
295525,5
96287,7
163901,5
188638,6
217993,7
310688,7
158533,5
273531,5
213200,7
343320,6
26337,6
322878,7
66670,7
74230,7
261803,6
372664,7
2800,5
247687,5
320483,7
22842,7
16010,4
227123,6
304036,5
208911,7
29323,6
37089,2
125843,5
264706,6
202410,7
331452,4
349430,6
100310,7
100830,2
133519,2
329168,7
262339,7
359611,7
59616,7
119405,7
47927,7
104508,6
271626,7
182435,6
104489,5
126743,7
74944,5
379430,1
333351,7
248602,7
90075,4
133128,7
42706,0
38282,7
218093,4
262979,5
207128,5
233134,1
298852,0
345746,7
24049,5
323282,6
66655,7
139559,7
378326,5
40968,6
45771,2
98011,7
199791,7
204747,1
53714,7
2674,5
10423,7
230846,7
2248,7
84507,5
111637,7
77046,7
327822,4
122448,7
66545,7
21545,7
248833,1
376319,7
289061,3
139326,0
294664,0
19802,7
187439,0
229376,0
311217,7
103411,7
316852,6
50802,6
87241,7
51174,5
14363,7
91922,7
1321,7
256262,7
183885,6
97579,6
117209,7
166293,7
48334,6
341329,7
186969,6
374928,7
311931,5
364773,7
235003,7
246975,4
169422,7
102939,6
297489,0
263657,7
1712,1
346947,7
100663,1
196463,5
368081,5
197002,7
114221,6
101020,6
224659,7
27589,5
252387,7
307969,7
1470,6
193161,7
334559,6
96212,5
173915,6
193990,1
335491,0
249885,7
134595,2
333592,6
122142,7
168784,4
34019,7
226945,0
199142,6
193091,7
261856,7
143671,5
250787,2
150661,0
57890,7
279789,7
70786,6
363459,6
60396,5
46662,7
13874,0
352786,6
287102,7
155133,5
258646,1
214294,6
13594,6
93672,5
359227,7
21494,6
82277,1
105098,7
131010,7
74723,7
288521,0
173915,6
205972,5
150036,5
244111,7
37111,5
54775,5
258551,6
72951,6
18697,0
46814,3
314986,6
268796,1
145583,5
145748,5
269872,7
2189,7
