143493,42
103229,23
368400,32
22254,15
170300,9
92463,9
345323,12
42706,3
191245,9
80698,5
15269,9
311193,36
129536,12
108229,19
199862,30
332940,12
101388,5
377700,42
31130,13
17450,13
378722,19
298398,7
288242,12
59787,40
227366,25
59616,18
307746,12
81105,15
304724,9
274487,9
99933,12
341034,30
179445,47
275893,26
91343,14
305807,30
180906,9
58186,32
194291,26
189078,3
265946,0
173138,0
74726,9
327768,7
183383,30
258707,26
268417,0
229628,0
147764,43
85294,9
173915,16
125537,4
57103,19
172515,10
234542,20
84755,20
135243,11
85251,25
50435,4
225661,43
172424,46
347095,4
276675,0
237022,20
219254,46
20217,47
267558,39
214824,44
206510,19
30250,46
364160,46
275263,47
374839,42
2336,25
220691,10
345184,13
235317,21
1470,16
48230,19
191226,42
43851,4
199148,28
108513,7
30385,0
78866,17
375926,31
344789,0
354709,43
280075,39
301679,1
154590,10
184243,9
108059,0
253764,23
117115,9
256365,41
310688,7
104437,20
87022,26
131265,28
7978,2
78862,0
17755,41
157596,11
284658,39
124758,0
341206,7
148467,21
242886,0
185718,7
202102,19
65298,39
86910,46
78185,39
211594,32
113805,10
78951,2
341261,14
168728,8
339231,42
304753,30
345470,38
276273,33
56579,35
381911,7
316619,11
82985,26
207562,0
32216,33
236213,33
108909,42
318178,33
15952,32
18230,20
203434,40
29191,33
79439,18
265303,2
348752,26
20120,4
97676,9
353079,31
264552,19
148557,28
66176,4
25806,42
219014,17
335605,3
205183,20
235317,21
141543,30
69569,10
112498,34
137464,2
12076,32
339544,41
263043,6
337187,44
168914,11
56260,39
170170,19
119645,7
341162,38
301485,18
191183,16
339712,0
139623,30
153965,28
17711,43
410,39
85924,10
150752,9
283703,29
358704,30
229151,4
338700,39
156680,6
347721,25
348495,7
358633,33
182926,9
70724,26
200927,25
117048,10
342343,15
153916,31
79000,11
9572,41
286908,46
95797,19
145295,1
307177,32
365673,3
318539,31
273566,20
286146,19
321678,9
219186,0
139149,35
380951,10
142202,11
